NumBooks,Income,SAT,ReadathonDuration
70.0,47.65051099621717,920.0,21.0
68.0,53.84146579135242,988.0,16.0
65.0,53.62949612042829,972.0,16.0
85.0,59.99586864921626,1148.0,24.0
61.0,30.852233097369396,664.0,24.0
73.0,54.87612879347255,1012.0,19.0
72.0,45.54011253094882,899.0,27.0
32.0,20.65153865752562,398.0,15.0
54.0,46.63531084659666,841.0,13.0
49.0,25.78088181952277,547.0,28.0
68.0,49.19284946457182,918.0,20.0
60.0,45.55968408927367,841.0,16.0
95.0,68.76833878873683,1316.0,26.0
78.0,55.32932752027394,1059.0,20.0
70.0,55.056658403154366,1000.0,14.0
52.0,38.47752765885842,714.0,19.0
60.0,37.27307120303106,752.0,19.0
72.0,51.54524866937012,992.0,24.0
54.0,28.483427281051874,612.0,25.0
95.0,69.67961451801904,1305.0,25.0
79.0,59.90406989346977,1119.0,19.0
77.0,54.066072683778835,1044.0,18.0
63.0,45.350580121775906,851.0,23.0
85.0,70.70728761900455,1277.0,17.0
68.0,45.540639392556855,899.0,25.0
68.0,44.39828205560583,867.0,20.0
89.0,62.205914726318454,1197.0,24.0
80.0,59.765774852860915,1124.0,26.0
85.0,61.3877789228272,1174.0,26.0
70.0,66.56429826687452,1148.0,14.0
76.0,62.02427568296267,1116.0,12.0
75.0,53.27355085244947,1016.0,21.0
93.0,69.4886198579008,1279.0,20.0
56.0,48.7159865370773,865.0,13.0
89.0,60.41530087035346,1168.0,23.0
85.0,60.994523305011114,1156.0,20.0
68.0,41.106919600695875,849.0,29.0
69.0,55.87105733300472,1025.0,17.0
56.0,42.24262560347985,792.0,22.0
84.0,57.85722541335744,1126.0,26.0
59.0,33.77483451891406,689.0,19.0
59.0,38.526578816162285,754.0,23.0
59.0,38.62098105862983,763.0,21.0
84.0,51.058188298447604,1037.0,33.0
65.0,42.93449369713802,829.0,20.0
63.0,35.80462297534032,747.0,22.0
82.0,54.735224788281165,1066.0,31.0
74.0,54.555391981369844,1027.0,16.0
60.0,47.037937394024844,869.0,8.0
60.0,46.25846978092497,858.0,22.0
56.0,45.904493642643864,826.0,22.0
93.0,64.23483609016016,1241.0,15.0
82.0,62.28697537701719,1162.0,23.0
65.0,48.75504437898382,908.0,16.0
84.0,62.40376527289794,1169.0,24.0
77.0,50.35072145243168,982.0,20.0
60.0,40.61773737211741,779.0,20.0
64.0,39.18344694501617,789.0,23.0
64.0,47.72213746334,897.0,19.0
76.0,43.62558535611249,905.0,23.0
56.0,39.35923202174464,746.0,18.0
68.0,51.99288741488021,970.0,19.0
74.0,48.92498080399068,955.0,22.0
70.0,58.17615826800923,1038.0,20.0
68.0,35.926432735656064,772.0,24.0
79.0,64.63031380107137,1190.0,12.0
62.0,52.97341548587533,944.0,18.0
58.0,35.178400399083685,716.0,20.0
56.0,43.65985490567081,803.0,13.0
49.0,35.31222811096857,663.0,11.0
52.0,42.5003726524444,751.0,18.0
86.0,70.89525168464215,1277.0,21.0
74.0,56.73734733208562,1040.0,16.0
81.0,61.25470782441168,1128.0,20.0
64.0,43.50451884212526,849.0,15.0
72.0,50.804056132630706,968.0,23.0
89.0,66.46245974933072,1246.0,24.0
57.0,45.563250687713094,845.0,20.0
76.0,54.278174443331935,1042.0,13.0
53.0,36.73162504708462,722.0,18.0
63.0,44.14766105939848,857.0,19.0
74.0,56.08272929240067,1036.0,16.0
61.0,49.739086461408725,906.0,20.0
94.0,68.23088809003025,1273.0,29.0
65.0,53.54320426814955,973.0,12.0
53.0,32.03468041731638,654.0,20.0
77.0,48.54545679665664,970.0,23.0
87.0,67.18557901866802,1256.0,17.0
85.0,66.99045250216425,1200.0,17.0
78.0,60.95198576186149,1130.0,19.0
95.0,72.80395578748897,1345.0,23.0
70.0,45.00969667435207,898.0,20.0
69.0,44.02298219627222,867.0,26.0
55.0,34.56932185147172,679.0,21.0
67.0,43.63808055678781,856.0,13.0
86.0,54.35539722153362,1076.0,21.0
77.0,51.1942948748407,990.0,22.0
70.0,58.12183111844086,1063.0,15.0
78.0,51.240508291023055,1004.0,22.0
66.0,34.99638600491412,756.0,19.0
53.0,29.683893935345157,631.0,15.0
65.0,47.987982612216506,905.0,15.0
47.0,37.31484322541645,691.0,17.0
78.0,68.32354762730617,1222.0,10.0
87.0,61.03694387031757,1158.0,28.0
65.0,39.32793088344884,793.0,20.0
72.0,48.89718384181438,957.0,22.0
72.0,46.44493024260446,908.0,25.0
67.0,54.408182919550356,996.0,13.0
83.0,59.84753164715626,1131.0,18.0
75.0,48.07720037100555,964.0,24.0
87.0,55.86697020560453,1097.0,26.0
51.0,37.89042339059671,709.0,16.0
67.0,34.54285962734348,745.0,26.0
68.0,53.84451798693267,981.0,17.0
58.0,44.1578803079237,825.0,21.0
89.0,70.25845400480236,1299.0,11.0
88.0,70.2968289949683,1288.0,12.0
72.0,54.37307906347932,1030.0,21.0
73.0,49.74642142381545,948.0,19.0
81.0,58.73996263042981,1116.0,21.0
61.0,37.74227939230994,767.0,18.0
69.0,52.858451453804086,977.0,22.0
80.0,52.642890874501816,1028.0,28.0
89.0,52.88217152545284,1082.0,28.0
69.0,45.94632103906512,893.0,17.0
64.0,45.78977621753583,873.0,15.0
53.0,23.455319849039885,539.0,25.0
63.0,45.274076224386334,856.0,20.0
95.0,65.71437791046449,1267.0,25.0
66.0,53.39827715072968,976.0,16.0
67.0,52.914321177775754,969.0,15.0
92.0,71.02391846662822,1315.0,19.0
69.0,47.129350190880935,926.0,22.0
58.0,33.5955861415908,690.0,23.0
84.0,66.10120091436241,1205.0,21.0
69.0,51.25066867737069,970.0,19.0
75.0,57.033651617316856,1055.0,14.0
47.0,28.797028918187145,593.0,17.0
60.0,47.15965369518812,874.0,10.0
70.0,48.191010052122785,925.0,25.0
65.0,51.270111262360444,928.0,22.0
90.0,56.62611738938304,1139.0,28.0
67.0,49.19564136978752,916.0,28.0
85.0,42.76558965241861,942.0,29.0
71.0,45.572910897809386,912.0,25.0
83.0,62.37160005323453,1165.0,12.0
72.0,59.644873490221954,1084.0,17.0
75.0,38.210308400967754,851.0,22.0
60.0,30.390393391001368,696.0,23.0
75.0,58.83862088157089,1087.0,15.0
59.0,57.39490126134214,978.0,9.0
80.0,55.53839103930609,1076.0,26.0
55.0,44.90840160331271,820.0,21.0
59.0,33.7606809485127,698.0,23.0
57.0,33.662298773076685,696.0,16.0
53.0,35.186958372356315,702.0,21.0
53.0,36.246683517943694,702.0,19.0
54.0,39.665837043642085,758.0,14.0
77.0,54.75508943618633,1045.0,21.0
67.0,40.92800136360467,807.0,20.0
58.0,51.47752975371259,911.0,8.0
64.0,42.5603925306702,842.0,22.0
82.0,68.06490775716136,1221.0,20.0
74.0,57.96067766627765,1072.0,23.0
55.0,44.55249674996018,805.0,16.0
73.0,47.69020120618371,943.0,21.0
72.0,44.08277902741662,898.0,25.0
72.0,47.23654539979353,919.0,21.0
56.0,36.99870037310336,734.0,18.0
64.0,50.444308059300084,917.0,10.0
72.0,47.3081030570177,928.0,24.0
56.0,39.59167059431296,768.0,20.0
60.0,40.455747076281696,780.0,19.0
70.0,56.083108479037904,1012.0,21.0
59.0,35.616810730219285,722.0,24.0
78.0,63.14762446084423,1132.0,12.0
91.0,75.03596626845203,1361.0,22.0
70.0,54.20142732231781,1005.0,20.0
64.0,45.62863415929867,870.0,19.0
91.0,55.39050088189943,1107.0,32.0
72.0,51.597203613108185,976.0,12.0
58.0,38.857948891974914,768.0,20.0
75.0,58.73774619166907,1075.0,12.0
98.0,74.59625838752882,1400.0,19.0
87.0,71.06900612205307,1281.0,20.0
51.0,35.162379851143385,678.0,13.0
60.0,43.01249426832204,820.0,13.0
59.0,49.22606774967873,901.0,14.0
70.0,54.852821369499594,988.0,18.0
67.0,46.59435820704064,897.0,20.0
76.0,54.94643259921971,1047.0,23.0
62.0,56.35485174940793,995.0,12.0
72.0,51.06521563135011,976.0,21.0
84.0,58.1058626019988,1132.0,23.0
69.0,43.473759523172355,860.0,26.0
68.0,47.9285902291967,916.0,15.0
61.0,40.16445240512667,780.0,19.0
78.0,58.072121985491805,1084.0,19.0
65.0,46.877467168799214,884.0,22.0
61.0,38.13358395660888,758.0,22.0
72.0,57.249230026409286,1045.0,22.0
87.0,60.08400192618389,1174.0,22.0
72.0,51.84560290094452,992.0,26.0
75.0,46.9073743891129,942.0,26.0
53.0,38.96177870819076,727.0,20.0
74.0,53.19349064175116,985.0,22.0
62.0,31.0443277894851,699.0,31.0
70.0,48.13656755791484,940.0,21.0
77.0,64.14709214684851,1151.0,9.0
64.0,48.397730394563474,896.0,17.0
53.0,51.089414166271716,882.0,10.0
83.0,63.45883939422603,1178.0,19.0
49.0,41.00655449189347,729.0,13.0
57.0,37.46595243519172,725.0,14.0
74.0,62.42807956459604,1116.0,23.0
63.0,43.616486606471284,858.0,21.0
89.0,55.17906946771017,1113.0,28.0
61.0,45.99646605694789,862.0,16.0
79.0,53.34012663870932,1039.0,22.0
63.0,50.81305357077297,916.0,15.0
106.0,78.46423356563471,1475.0,20.0
78.0,57.76213671882853,1073.0,22.0
70.0,53.4709946488742,983.0,18.0
60.0,48.45172663477159,875.0,21.0
80.0,59.2917499166292,1108.0,27.0
84.0,61.908595799176496,1160.0,20.0
81.0,53.65506078610031,1059.0,26.0
72.0,50.74980318818477,967.0,23.0
69.0,55.15370272135407,1002.0,14.0
83.0,63.610451424879564,1187.0,22.0
56.0,31.208823948701404,655.0,24.0
68.0,49.74509258914774,934.0,21.0
73.0,54.78818085100279,1020.0,21.0
58.0,48.38950594941423,886.0,13.0
70.0,51.608695126545484,950.0,11.0
72.0,52.41372272129661,988.0,21.0
81.0,68.15302670382412,1204.0,16.0
68.0,42.23950865023286,842.0,24.0
77.0,58.01448637955055,1064.0,24.0
89.0,60.727272228937515,1171.0,27.0
93.0,63.49219312948557,1220.0,33.0
73.0,54.22160916351894,1018.0,21.0
77.0,53.379078134414044,1033.0,20.0
74.0,60.45561680997129,1117.0,17.0
61.0,45.22706579027247,855.0,19.0
65.0,51.55391534445699,938.0,17.0
58.0,33.74711843392525,686.0,18.0
81.0,60.07071239183965,1124.0,24.0
65.0,37.830776035949725,804.0,27.0
82.0,53.54790254260831,1058.0,21.0
68.0,53.60148461890288,989.0,15.0
88.0,64.95013415883948,1204.0,21.0
97.0,60.47009339789064,1215.0,27.0
66.0,48.42204284147895,905.0,19.0
58.0,35.79351716536672,724.0,14.0
83.0,59.34872118292349,1127.0,24.0
63.0,46.404938252099,863.0,18.0
85.0,57.91171563617344,1109.0,23.0
85.0,59.707656256982446,1151.0,23.0
65.0,41.0291096628077,823.0,26.0
66.0,46.021373640610925,888.0,12.0
49.0,33.64132378663503,641.0,13.0
86.0,68.3476288845015,1240.0,11.0
72.0,55.62859865842486,1029.0,19.0
52.0,50.11562839107657,878.0,4.0
61.0,42.42871419214039,817.0,24.0
95.0,69.67786961277851,1309.0,25.0
95.0,68.65572088269587,1292.0,25.0
55.0,39.06576357638852,759.0,20.0
72.0,51.26181462419416,945.0,26.0
81.0,60.16040629669244,1136.0,26.0
83.0,66.06829355969661,1211.0,15.0
57.0,46.04960858427661,829.0,23.0
82.0,58.895199550674675,1113.0,23.0
87.0,66.04114743751195,1236.0,19.0
71.0,42.031794042929974,849.0,30.0
70.0,54.335308555190615,1015.0,18.0
66.0,50.33217680278451,922.0,23.0
79.0,56.880825431357806,1092.0,18.0
79.0,50.142056283913796,1014.0,22.0
77.0,46.702442650640315,938.0,24.0
79.0,58.42537505676593,1090.0,22.0
90.0,70.34577563691946,1297.0,16.0
63.0,45.340619242590726,858.0,25.0
64.0,49.098101139441376,897.0,21.0
60.0,49.96561049959141,902.0,19.0
73.0,55.86770484263066,1016.0,22.0
86.0,59.74783933275319,1144.0,21.0
69.0,47.09486911416301,927.0,22.0
65.0,43.733991116018125,842.0,21.0
42.0,40.21371597853946,682.0,18.0
60.0,45.3017552745711,843.0,20.0
56.0,53.44023339710626,931.0,10.0
78.0,63.07480106106833,1152.0,21.0
95.0,74.53598467936627,1384.0,18.0
76.0,53.08122992521769,1009.0,23.0
80.0,56.01176342816768,1080.0,24.0
86.0,56.54386843665034,1116.0,30.0
48.0,36.95235370504853,692.0,13.0
62.0,47.0048098656239,891.0,19.0
71.0,54.52525575746748,996.0,19.0
79.0,55.28185099007734,1070.0,21.0
108.0,68.42096227362713,1380.0,31.0
69.0,46.933786594849146,930.0,16.0
58.0,41.7211244065696,801.0,22.0
65.0,44.00566388587579,857.0,17.0
77.0,54.95929318797993,1049.0,17.0
83.0,67.53867035371577,1234.0,16.0
71.0,63.794630878246394,1101.0,13.0
90.0,64.06592137666996,1182.0,25.0
74.0,49.47757375444485,961.0,18.0
69.0,47.845949722358256,920.0,23.0
50.0,43.32587592419701,769.0,19.0
80.0,56.96811774299893,1089.0,24.0
62.0,42.83237975409846,829.0,21.0
78.0,47.96355612144166,968.0,24.0
80.0,57.9336541131367,1101.0,22.0
67.0,58.63144756982405,1053.0,8.0
46.0,36.93080687752653,693.0,11.0
41.0,26.45934362620107,526.0,16.0
69.0,53.150163481829125,995.0,18.0
67.0,39.5016884870132,804.0,22.0
49.0,27.62098232622307,586.0,20.0
70.0,50.49013108870899,951.0,18.0
56.0,33.842582258679315,683.0,15.0
64.0,43.59873891998337,835.0,18.0
83.0,65.71596022425734,1201.0,20.0
89.0,57.20685472442191,1121.0,18.0
71.0,48.503705778742955,956.0,21.0
75.0,52.09401407428194,1004.0,15.0
85.0,69.26382241716064,1250.0,16.0
76.0,62.064442440642225,1126.0,12.0
78.0,60.70497319989173,1115.0,18.0
72.0,51.253926180231126,992.0,25.0
67.0,45.142692952174905,865.0,29.0
73.0,52.58591616401643,984.0,20.0
87.0,56.3097642960661,1115.0,23.0
59.0,53.630889630923235,941.0,15.0
71.0,49.9960441254832,942.0,23.0
81.0,43.308676888573174,931.0,31.0
55.0,34.178020487645,691.0,21.0
69.0,58.3708908088971,1042.0,12.0
69.0,48.83350985638095,936.0,20.0
85.0,59.58699261195632,1161.0,26.0
78.0,60.924894456297764,1125.0,20.0
58.0,41.515206790923685,790.0,24.0
68.0,45.28717829044661,889.0,20.0
66.0,48.53757635000058,891.0,15.0
62.0,46.943347848154076,871.0,16.0
55.0,35.11601156135063,686.0,20.0
64.0,50.18665095318067,910.0,14.0
57.0,53.51540201643281,915.0,4.0
51.0,45.37297498455987,793.0,13.0
70.0,60.634082582973186,1087.0,14.0
77.0,52.06263155747121,1021.0,31.0
74.0,50.629566307186444,988.0,25.0
77.0,59.50446552721267,1079.0,21.0
85.0,50.47975894876074,1031.0,25.0
53.0,40.10690308576031,777.0,13.0
92.0,58.544807073161955,1145.0,25.0
75.0,46.72846585103525,952.0,27.0
56.0,39.204542046181174,748.0,18.0
53.0,30.965110865374584,641.0,19.0
76.0,44.44656162690071,904.0,28.0
71.0,55.95963245443663,1037.0,19.0
85.0,55.535468992785624,1082.0,23.0
75.0,65.61415716338647,1167.0,17.0
74.0,42.88025892817292,879.0,29.0
70.0,58.45413437020648,1061.0,9.0
71.0,53.56547530590681,968.0,29.0
75.0,52.499733071613036,1000.0,24.0
89.0,62.688124703638664,1206.0,20.0
65.0,49.65851033506107,925.0,10.0
66.0,40.94036635171844,828.0,21.0
53.0,30.714447730978083,634.0,21.0
61.0,46.62949426443542,873.0,22.0
73.0,54.77692376932571,1024.0,22.0
80.0,54.9159839691841,1035.0,21.0
69.0,41.44981043444267,839.0,20.0
68.0,56.23163947935958,1021.0,18.0
72.0,65.54743531607109,1159.0,21.0
73.0,58.39530443084105,1045.0,14.0
90.0,71.63548835131513,1306.0,22.0
71.0,47.79865211888775,922.0,24.0
82.0,62.04689654303698,1144.0,25.0
66.0,58.82849250947841,1051.0,15.0
59.0,38.01328389457792,750.0,19.0
68.0,47.48389747853093,899.0,21.0
87.0,68.32826462102213,1255.0,11.0
50.0,30.846352751698575,631.0,16.0
66.0,38.37438928783242,791.0,25.0
56.0,38.19419442869904,744.0,20.0
49.0,41.72841254547466,755.0,12.0
97.0,65.64044041467781,1275.0,25.0
73.0,61.45563489170334,1098.0,10.0
72.0,45.879517027937354,947.0,14.0
60.0,54.60308121393827,959.0,7.0
79.0,51.89086199743319,1003.0,23.0
79.0,47.41623592149285,966.0,34.0
62.0,48.27427678560028,892.0,20.0
71.0,31.46629755752473,734.0,30.0
78.0,62.35107274973426,1146.0,22.0
71.0,56.79589246151537,1035.0,21.0
84.0,60.82849806864551,1158.0,22.0
94.0,75.99687948393452,1407.0,22.0
84.0,49.41947062620877,1015.0,31.0
78.0,44.951875820655275,923.0,30.0
66.0,46.81684519832663,903.0,21.0
75.0,48.46713435119051,953.0,22.0
77.0,50.69162496982867,990.0,25.0
65.0,41.1194957690366,812.0,18.0
74.0,50.393460251030234,972.0,20.0
73.0,46.81674708840615,938.0,26.0
87.0,63.44506867613918,1206.0,18.0
63.0,39.821940655503724,802.0,21.0
42.0,30.74953386089357,578.0,12.0
61.0,34.97750417717741,744.0,21.0
64.0,53.48852545266397,953.0,13.0
57.0,37.67566582052499,744.0,24.0
80.0,59.28996184309097,1116.0,16.0
53.0,28.479672043169465,629.0,22.0
72.0,53.343231139266074,1006.0,17.0
63.0,50.29867088357251,910.0,19.0
66.0,39.550416999294384,826.0,18.0
98.0,69.61452480719709,1317.0,16.0
79.0,56.42030849605772,1083.0,23.0
64.0,52.45825458976484,935.0,13.0
74.0,52.55848047723555,1005.0,24.0
70.0,45.22704738234857,892.0,27.0
63.0,41.15992375490149,819.0,22.0
52.0,47.90475686743536,853.0,10.0
94.0,63.17697467348411,1217.0,19.0
70.0,55.95281592386664,1024.0,15.0
81.0,57.837772829897645,1090.0,19.0
70.0,51.07870870509907,957.0,16.0
72.0,63.18537457983473,1114.0,16.0
60.0,45.90582015000042,873.0,21.0
71.0,37.362845637799026,808.0,27.0
62.0,54.22498784232475,946.0,16.0
69.0,57.474816305169085,1043.0,18.0
64.0,52.042079420635766,930.0,18.0
72.0,43.46128757980473,892.0,25.0
59.0,47.23336097154553,870.0,11.0
83.0,60.20874486604349,1139.0,15.0
100.0,68.14847228524518,1299.0,24.0
91.0,66.06685444394246,1238.0,23.0
65.0,58.21422226395325,1026.0,8.0
71.0,53.98728266686501,1003.0,19.0
49.0,34.96070688746239,676.0,19.0
90.0,59.56357298790748,1173.0,27.0
46.0,31.866678886798166,618.0,13.0
84.0,63.9559760801445,1186.0,26.0
68.0,45.83097446457194,897.0,18.0
63.0,42.09652060640347,817.0,19.0
75.0,52.707692257930624,1004.0,24.0
96.0,68.64536810107188,1295.0,19.0
75.0,47.20768362555595,931.0,23.0
71.0,59.60847421559123,1072.0,17.0
69.0,60.24476669299155,1089.0,9.0
61.0,32.921525314221014,697.0,28.0
79.0,48.686636990862745,971.0,20.0
57.0,42.95592754800056,794.0,17.0
81.0,59.03639066036085,1111.0,21.0
59.0,47.08210889226587,871.0,13.0
69.0,51.90367676311635,955.0,16.0
67.0,59.92043215597247,1063.0,13.0
76.0,52.51371553844431,1007.0,28.0
71.0,45.819647196813904,903.0,19.0
60.0,48.82890901606669,904.0,17.0
75.0,53.014592211342716,1002.0,23.0
75.0,52.610281901549726,1012.0,25.0
65.0,49.91104408179137,929.0,16.0
62.0,35.70895265151062,736.0,24.0
46.0,30.109010504640576,599.0,17.0
70.0,53.31810503818731,996.0,24.0
70.0,53.721452963209586,987.0,15.0
95.0,74.08116691989356,1370.0,23.0
73.0,49.083149622437475,940.0,26.0
62.0,44.44167947385186,857.0,15.0
79.0,57.61049762457299,1081.0,19.0
69.0,48.65010996093037,941.0,20.0
65.0,43.61918673061171,840.0,21.0
61.0,43.26539144722577,831.0,20.0
69.0,51.68152345083784,968.0,23.0
92.0,73.7107307388765,1356.0,15.0
44.0,30.082259397012347,574.0,17.0
58.0,42.72759182968269,809.0,19.0
79.0,61.81723815758757,1134.0,19.0
45.0,33.75589967935505,632.0,14.0
90.0,65.16370369787569,1228.0,26.0
72.0,53.97829530756053,1023.0,20.0
49.0,30.02744065591598,621.0,16.0
79.0,58.32061293362662,1089.0,16.0
60.0,35.015156358496775,704.0,21.0
67.0,54.804885435293485,981.0,16.0
54.0,41.51555525296256,792.0,20.0
64.0,46.59707388706714,880.0,16.0
85.0,51.80980064714067,1051.0,27.0
97.0,73.4711081627611,1361.0,18.0
61.0,45.880043092005806,856.0,17.0
53.0,37.25925364702004,726.0,21.0
82.0,58.482389636752245,1096.0,22.0
85.0,62.226489291115584,1181.0,22.0
51.0,41.99036708998875,766.0,10.0
52.0,36.61871948977344,709.0,18.0
66.0,48.2194443680341,902.0,17.0
76.0,58.90306262067594,1093.0,16.0
53.0,31.55194477611332,637.0,17.0
73.0,51.50780400470764,969.0,19.0
69.0,53.38864384349459,982.0,18.0
61.0,48.015986932596924,892.0,15.0
65.0,48.26250475733464,896.0,20.0
77.0,57.7759827576025,1086.0,15.0
85.0,63.20326906647513,1209.0,22.0
94.0,54.49292314219796,1119.0,20.0
94.0,63.36654617163556,1227.0,26.0
58.0,42.57789427469469,795.0,16.0
51.0,34.24635296521675,653.0,24.0
82.0,56.18492531144809,1091.0,26.0
55.0,42.45643231782398,782.0,16.0
76.0,59.61629892544839,1090.0,18.0
68.0,53.23324385341244,977.0,18.0
54.0,40.066750232098705,738.0,19.0
85.0,65.99824351509055,1214.0,25.0
69.0,49.76249064034716,941.0,25.0
53.0,42.21751722320672,789.0,17.0
53.0,37.474886645691946,722.0,19.0
52.0,44.34904574543195,776.0,15.0
39.0,23.8710752065072,487.0,14.0
89.0,54.89830938601691,1112.0,27.0
69.0,54.62535029530847,1001.0,15.0
76.0,52.830114874950716,1020.0,25.0
71.0,61.295088776292026,1084.0,21.0
67.0,49.063100683815634,936.0,25.0
64.0,46.85336255220643,882.0,24.0
91.0,63.01052093219773,1208.0,23.0
86.0,51.782885638339835,1053.0,30.0
79.0,60.11553954297952,1114.0,18.0
49.0,29.367513208505656,597.0,23.0
60.0,46.59703739502072,851.0,14.0
61.0,34.40547483065053,716.0,17.0
77.0,55.95435226680443,1050.0,21.0
58.0,34.34929614540952,689.0,16.0
86.0,60.88272902286322,1166.0,16.0
65.0,37.83212182751015,782.0,26.0
98.0,64.65462102015972,1268.0,28.0
73.0,57.60137006061663,1048.0,20.0
82.0,53.76246036925859,1050.0,29.0
94.0,67.59931015002937,1255.0,20.0
77.0,43.31732629348706,900.0,23.0
92.0,66.36576807816517,1274.0,23.0
63.0,41.16861035351093,819.0,17.0
72.0,49.396576366193024,960.0,27.0
84.0,57.78187042073926,1110.0,25.0
67.0,53.35843180839946,984.0,20.0
47.0,27.266814376791316,584.0,19.0
70.0,52.69967394079468,979.0,24.0
76.0,49.52090759391857,970.0,18.0
72.0,59.127740525357765,1086.0,8.0
75.0,45.596888692305754,924.0,19.0
72.0,55.69815165436163,1021.0,13.0
73.0,43.72514279600808,886.0,21.0
87.0,57.303878118831356,1115.0,25.0
63.0,45.26210437993673,860.0,17.0
68.0,43.393523825145394,869.0,23.0
63.0,49.61743437503066,902.0,19.0
